,resource,response
0,100,0.5650235
1,113,0.5715473550000001
2,127,0.578573045
3,143,0.586602405
4,162,0.59613727
5,183,0.606675805
6,206,0.6183439024999999
7,232,0.6232141149999999
8,262,0.62883699625
9,295,0.6350221656249999
10,333,0.6496381462499999
11,376,0.6548151133333333
12,424,0.6651580749999999
13,478,0.66987565
14,539,0.6764579654375
15,608,0.6865136894444445
16,686,0.6910619404166667
17,774,0.7045227210714285
18,873,0.7183754384375
19,985,0.7293058055555556
20,1111,0.7436718099999999
21,1253,0.7488400526041666
22,1413,0.7582326409821428
23,1594,0.7629585622380952
24,1798,0.7711044844117646
25,2028,0.7774788656400928
26,2288,0.7823265317568923
27,2580,0.7854532202503417
28,2910,0.7890609346206425
29,3283,0.7933724952653274
30,3703,0.7980230651344586
31,4176,0.8020190410227148
32,4711,0.8053037473777174
33,5313,0.807719620252404
34,5993,0.8110797716692323
35,6760,0.8129651480873017
36,7625,0.8150734072668652
37,8600,0.817482864549062
38,9700,0.8205302163647342
39,10941,0.8238813502075099
40,12341,0.827415640556274
41,13920,0.83199545
42,15701,0.8355621694005746
43,17709,0.8372007170189655
44,19975,0.839049795158046
45,22530,0.8411347001206897
46,25413,0.843588242875
47,28664,0.846356063
48,32331,0.8481534935124999
49,36467,0.8493245502125
50,41133,0.8506456697875
51,46395,0.8521355393125001
52,52330,0.853815960375
53,59025,0.8557246175251437
54,66576,0.8565692539333334
55,75094,0.8573939169520834
56,84701,0.858382327058046
57,95537,0.8595839386628951
58,107760,0.8610835991847923
59,121546,0.8630433264474856
60,137096,0.8642563342474139
61,154635,0.8655104987235273
62,174418,0.8666111491422817
63,196732,0.8679370929532576
64,221900,0.8694682289662816
65,250289,0.8711953197273171
66,282310,0.8729324470920204
67,318427,0.8737163811090282
68,359164,0.8743750407943411
69,405114,0.8753876025420817
70,456941,0.8765929278458733
71,515400,0.8779012565044997
72,581337,0.879087857129375
73,655710,0.879087857129375
74,739597,0.8795068390019007
75,834217,0.8801124471778532
76,940942,0.880795532493627
77,1061320,0.881566002806508
78,1197099,0.8824350460587024
79,1350249,0.8835008705305786
80,1522992,0.8845233229692001
81,1717835,0.8847759482845419
82,1937604,0.8850608916129001
83,2185490,0.8853822902719168
84,2465089,0.8857448066853584
85,2780458,0.8861537009903835
86,3136173,0.88643835
87,3537396,0.88643835
88,3989950,0.88643835
89,4500400,0.88643835
90,5076155,0.88643835
91,5725568,0.88643835
92,6458064,0.88643835
93,7284270,0.88643835
94,8216176,0.88643835
95,9267306,0.88643835
96,10452910,0.88643835
97,11790193,0.88643835
98,13298561,0.88643835
99,14999900,0.88643835
