,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Emin,-554.5214,-333.36183,-541.34572,-375.60931,-692.75866,-545.76643,-547.40863,-528.98847,-555.53703,-637.01027,-609.0220400000002,-317.79486,-464.86447,-599.67243,-480.80452,-757.18858,-645.4054,-519.04884,-673.63383,-293.55957
top_01%,-553.9110480872341,-332.98289806808515,-540.8394190133278,-375.1908910576601,-692.1426519732763,-545.1372027311036,-546.9727257777523,-528.4959633544528,-555.0703082272931,-636.4181122241779,-608.4745576398165,-317.4914439655967,-464.3649528449663,-599.151203969069,-480.3045315075166,-756.4956448472257,-644.7765550035245,-518.5331443843804,-673.0518818250279,-293.2286048610292
top_1%,-548.417880872342,-329.5725106808513,-536.2827101332778,-371.42512057660093,-686.5985797327638,-539.4741573110352,-543.0495877775231,-524.0634035445277,-550.8698122729322,-631.0886922417789,-603.5472163981627,-314.760699655967,-459.8692984496632,-594.4601696906905,-475.8046350751653,-750.2592284722568,-639.1169500352452,-513.8918838438037,-667.814348250279,-290.2499186102921
top_5%,-524.0038043617102,-314.4152334042563,-516.0306706663887,-354.68836288300474,-661.9582586638192,-514.305066555176,-525.6134188876158,-504.3631377226385,-532.2009413646613,-607.4023812088943,-581.647921990813,-302.62405827983486,-439.888612248316,-573.6111284534525,-455.8050953758265,-722.5418223612844,-613.9631501762259,-493.26405921901846,-644.5364212513948,-277.0113130514605
