,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Emin,-390.91028,-418.00351,-471.28585,-667.81034,-365.92898,-276.68721,-273.46068,-626.12576,-484.97046,-410.42352,-496.93403,-175.65286,-401.58527,-419.33729,-339.88086,-254.34413,-370.52708,-443.84428,-287.66765,-314.36837
top_01%,-390.5206129860494,-417.5447727543139,-470.84004871123057,-667.2015092146049,-365.56264021045064,-276.39167825505166,-273.17522655608593,-625.5390836929282,-484.5046028619897,-410.0046183890949,-496.5266932126214,-175.45227870935318,-401.1533264646175,-418.94027531307336,-339.55899819228534,-254.1159678514031,-370.19046061721605,-443.45333587152237,-287.3696304481376,-313.9945216235879
top_1%,-387.0136098604943,-413.4161375431388,-466.8278371123056,-661.7220321460487,-362.2655821045063,-273.7318925505167,-270.60614556085886,-620.2589969292825,-480.3118886198973,-406.2345038909491,-492.860662126214,-173.64704709353174,-397.2658346461751,-415.3671431307336,-336.6622419228534,-252.06250851403095,-367.16088617216036,-439.9348387152236,-284.6874544813765,-310.62988623587887
top_5%,-371.42692930247136,-395.0666477156939,-448.9957855615279,-637.3688007302438,-347.6119905225312,-261.9106227525835,-259.1880078042942,-596.7919446464122,-461.67760309948625,-389.4784394547454,-476.56719063106976,-165.62379546765862,-379.98809323087573,-399.48655565366795,-323.7877696142672,-242.93602257015473,-353.69611086080164,-424.2970735761179,-272.7666724068825,-295.67595117939413
