,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Emin,-161.59302,-445.75895,-178.22451,-298.60055,-357.86207,-286.52901,-304.24451,-298.00383,-179.47965,-141.12672,-361.80335,-306.22642,-212.96715,-387.51503,-197.52977,-328.16395,-243.89468,-151.52944,-167.17254,-304.33758
top_01%,-161.38792005307468,-445.37725063443713,-178.0247464223563,-298.3535490830929,-357.53062313735006,-286.1989825937263,-303.92912507047123,-297.7041783900009,-179.2730408822836,-140.9503036374265,-361.4349154000618,-305.94056637525307,-212.76963814552678,-387.1541969260821,-197.3266412340686,-327.851142294938,-243.62594457794566,-151.3437053341098,-166.9537920607299,-304.04688692835896
top_1%,-159.5420205307469,-441.941956344371,-176.22687422356273,-296.1305408309288,-354.5476013735003,-283.2287359372632,-301.09066070471266,-295.00731390000885,-177.41355882283608,-139.3625563742648,-358.1190040006177,-303.36788375253064,-210.99203145526775,-383.9066992608208,-195.4984823406859,-325.03587294937984,-241.2073257794566,-149.67209334109805,-164.98506060729915,-301.43064928358956
top_5%,-151.33802265373453,-426.673981721855,-168.23633111781362,-286.250504154644,-341.2897268675014,-270.0276396863159,-288.47526352356334,-283.0212495000444,-169.14919411418046,-132.3059018713241,-343.38162000308836,-291.93373876265326,-203.09155727633873,-369.47337630410385,-187.37333170342953,-312.52356474689907,-230.45790889728303,-142.24270670549026,-156.23514303649574,-289.8029264179479
