,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Emin,-747.3983599999998,-978.69627,-823.16441,-1067.24789,-766.57521,-713.79955,-1016.91916,-767.59156,-935.29437,-816.7629900000002,-741.33127,-469.91375,-926.7115,-1318.69187,-752.3588900000002,-667.18764,-742.5264099999998,-678.9832,-685.48172,-896.9359199999999
top_01%,-746.6423549629352,-977.7934487068811,-822.3776979245966,-1066.178877632484,-765.8967873491249,-713.1045052837123,-1015.9268911692715,-766.8756202556914,-934.4423023700101,-815.9041167831319,-740.5199016378962,-469.4071574949407,-925.8559680345144,-1317.5336404826603,-751.6918121472343,-666.4795695246246,-741.7728238759461,-678.3334578439955,-684.8646100972285,-896.09937920409
top_1%,-739.8383096293536,-969.6680570688109,-815.2972892459666,-1056.557766324839,-759.7909834912488,-706.8491028371243,-1006.996471692715,-760.4321625569142,-926.773693700101,-808.1742578313182,-733.2175863789621,-464.8478249494068,-918.1561803451438,-1307.1095748266025,-745.6881114723411,-660.1069352462463,-734.9905487594622,-672.4857784399542,-679.3106209722852,-888.5705120409008
top_5%,-709.598108146769,-933.5552053440543,-783.8288062298327,-1013.7972716241943,-732.6540774562442,-679.0473141856214,-967.3057184635747,-731.7945727845715,-892.6909885005051,-773.8193291565902,-700.7628518948103,-444.58412474703397,-883.9349017257186,-1260.7803941330117,-719.0049973617046,-631.7841162312316,-704.8471037973113,-646.4960921997709,-654.626224861426,-855.1088802045045
