,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Emin,-121.24753,-93.30054,-180.49251,-92.76897,-115.63587,-120.20652,-74.33529,-78.76138,-69.84475,-148.75078,-82.94416,-78.88434000000002,-164.31925,-130.41563,-151.06923999999995,-101.6685,-33.19585,-126.40802,-84.37914,-98.20565
top_01%,-121.11691466127778,-93.20858506754769,-180.30316073086342,-92.65045948329298,-115.53215686376736,-120.10723159102778,-74.26782292664987,-78.67543210429156,-69.76555294542976,-148.60221354504344,-82.81835617649098,-78.7783598277624,-164.1730664243794,-130.25861794543724,-150.93813751434715,-101.55653760776688,-33.0997220753161,-126.29066278369851,-84.31614848270229,-98.10353219459009
top_1%,-119.94137661277773,-92.38099067547684,-178.59901730863427,-91.58386483292982,-114.59873863767355,-119.21363591027782,-73.66061926649873,-77.90190104291561,-69.05277945429764,-147.26511545043434,-81.68612176490986,-77.82453827762373,-162.85741424379395,-128.84550945437255,-149.7582151434718,-100.54887607766884,-32.23457075316105,-125.23444783698517,-83.74922482702284,-97.18447194590085
top_5%,-114.71676306388864,-88.70279337738421,-171.0250465431713,-86.84344416464909,-110.45021318836773,-115.24209955138912,-70.96193633249362,-74.46398521457807,-65.88489727148816,-141.32245725217177,-76.65396882454928,-73.58533138811859,-157.01007121896973,-122.56502727186269,-144.51411571735915,-96.07038038834418,-28.38945376580525,-120.54015918492588,-81.22956413511417,-93.09975972950427
