,13,14,11,12,15,16,18,20,17,19,3,2,5,1,4,10,7,6,9,8
mean,-127.85956275061763,133.7005659781555,26.51245661861818,-50.913751254697836,-79.03788713162157,-20.76865279187826,-18.159252926036725,56.49458360828033,16.902854382758758,-36.0774869770495,-33.39460147521852,-207.17149786818925,-60.43927661509735,69.42393756478705,-18.634509126057733,-82.69034418213062,72.6948045468232,108.13233671919524,210.75933552096592,7.995293580731714
var,10004.17376782649,12257.888874133638,9289.308673981563,11505.687376957778,9999.953108492831,18294.244719504557,21026.874201656854,9519.072078896708,8447.1503382728,8314.51024383073,11671.83425052482,10026.731363465427,7314.776042125508,15102.075055669207,12575.896368764072,9794.453379453933,16619.181286646344,22473.31391616848,19206.31804416437,8012.873305270118
Emin,-1083.36338,-771.35468,-511.16329,-983.42562,-960.03024,-821.20455,-1107.95493,-709.59294,-1010.2348300000001,-1266.0498699999998,-998.06251,-1474.96172,-716.98633,-857.6373,-1132.6236900000001,-1006.8087199999999,-730.1274,-874.28678,-758.6352400000001,-507.93282999999997
sample_size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
time,18.65,18.719,18.549,18.498,18.504,18.596,18.263,18.251,17.775,17.826,18.623,18.683,18.518,18.406,18.398,18.337,18.315,18.56,18.305,18.103
