,12,16,20,24,28,32,36,40,44
0,0.040441,0.155428,0.516258,0.873209,1.081517,2.067258,2.066678,2.452124,2.771455
1,0.038795,0.155458,0.514529,0.868222,1.078658,2.097225,2.041045,2.563115,3.014618
2,0.041379,0.154329,0.522711,0.860536,1.132672,2.065021,2.060142,2.428642,2.849306
3,0.041493,0.154699,0.509868,0.911378,1.091679,2.046499,2.034426,2.480018,2.788608
4,0.03894,0.157094,0.519317,0.932929,1.072966,2.080494,2.041024,2.594182,2.828322
5,0.028148,0.156188,0.402454,0.858982,1.445054,2.009397,2.10587,2.679512,2.650675
6,0.027523,0.160384,0.389507,0.895638,1.466293,1.852647,2.170415,2.806148,2.737425
7,0.028851,0.160087,0.390396,0.841769,1.452465,1.854839,2.159489,2.517431,2.763807
8,0.028884,0.158776,0.382214,0.856127,1.470773,1.844664,2.153468,2.476239,2.699159
9,0.028565,0.157757,0.403422,0.866428,1.473966,1.817746,2.160241,2.507006,2.7015
10,0.036647,0.160175,0.525907,1.053341,1.436061,1.821245,2.237529,2.504099,2.918316
11,0.035926,0.153801,0.516164,1.058208,1.426804,1.84125,2.358685,2.487666,2.871375
12,0.036172,0.155452,0.556293,1.078261,1.435042,1.833783,2.302592,2.560471,2.83543
13,0.037317,0.153872,0.515326,1.037241,1.42475,1.877083,2.239654,2.548366,2.844807
14,0.036533,0.161579,0.529729,1.04824,1.413886,1.85997,2.285303,2.559299,2.839548
15,0.033182,0.190878,0.448086,0.856173,1.649433,1.966791,2.544115,2.543121,2.632071
16,0.033092,0.192421,0.472305,0.845369,1.63129,1.968769,2.479836,2.622281,2.639089
17,0.032639,0.191018,0.446093,0.86055,1.647901,1.980095,2.551551,2.598531,2.696585
18,0.034345,0.193361,0.446302,0.860503,1.624565,1.957741,2.479855,2.651497,2.674604
19,0.033484,0.189652,0.447644,0.870636,1.624861,1.991949,2.483518,2.651968,2.598734
