,12,16,20,24,28,32,36,40,44
0,1,2,3,2,13,4,11,82,800
1,1,3,3,1,3,7,13,15,1521
2,2,1,3,2,3,3,3,52,98
3,1,2,2,2,8,11,4,4,12
4,2,2,1,2,11,5,8,10,90
5,1,2,2,2,4,2,11,13,63
6,3,3,1,6,2,12,2,10,820
7,1,1,2,2,1,9,13,22,211
8,1,2,2,3,1,19,14,68,1750
9,1,1,6,2,9,5,7,68,930
10,1,3,2,2,2,2,60,10,119
11,2,1,3,2,2,4,5,41,2370
12,2,2,2,7,2,6,5,13,2700
13,1,2,2,10,3,2,8,1680,186
14,1,1,3,5,9,54,5,750,19
15,1,3,1,2,13,89,4,4,49
16,1,2,2,1,27,5,12,84,1300
17,1,1,5,2,3,10,5,4,23
18,1,3,1,9,4,8,63,13,99
19,1,1,1,2,2,16,42,23,31
