,cumulative,eng
0,0.02178347285358717,0.0
1,0.02178347285358717,0.001
2,0.02178347285358717,0.002
3,0.02178347285358717,0.003
4,0.02178347285358717,0.004
5,0.02178347285358717,0.005
6,0.02178347285358717,0.006
7,0.02178347285358717,0.006999999999999999
8,0.02178347285358717,0.008
9,0.02178347285358717,0.009000000000000001
10,0.02178347285358717,0.01
11,0.02178347285358717,0.011000000000000001
12,0.02178347285358717,0.012
13,0.02178347285358717,0.013
14,0.02178347285358717,0.013999999999999999
15,0.02178347285358717,0.015
16,0.02178347285358717,0.016
17,0.02178347285358717,0.017
18,0.02178347285358717,0.018000000000000002
19,0.02178347285358717,0.019
20,0.02178347285358717,0.02
21,0.02178347285358717,0.021
22,0.02178347285358717,0.022000000000000002
23,0.02178347285358717,0.023
24,0.02178347285358717,0.024
25,0.02178347285358717,0.025
26,0.02178347285358717,0.026
27,0.02178347285358717,0.027000000000000003
28,0.02178347285358717,0.027999999999999997
29,0.02178347285358717,0.028999999999999998
30,0.02178347285358717,0.03
31,0.02178347285358717,0.031
32,0.02178347285358717,0.032
33,0.02178347285358717,0.033
34,0.02178347285358717,0.034
35,0.02178347285358717,0.035
36,0.02178347285358717,0.036000000000000004
37,0.02178347285358717,0.037000000000000005
38,0.02178347285358717,0.038
39,0.02178347285358717,0.039
40,0.02178347285358717,0.04
41,0.02178347285358717,0.040999999999999995
42,0.02178347285358717,0.042
43,0.047295518834103656,0.043
44,0.047295518834103656,0.044000000000000004
45,0.047295518834103656,0.045
46,0.047295518834103656,0.046
47,0.04761458126728191,0.047
48,0.04761458126728191,0.048
49,0.04761458126728191,0.049
50,0.04761458126728191,0.05
51,0.04793354752811818,0.051
52,0.04857119163583201,0.052000000000000005
53,0.04857119163583201,0.053
54,0.04857119163583201,0.054000000000000006
55,0.05714184976245762,0.055
56,0.05714184976245762,0.055999999999999994
57,0.05777394047761608,0.057
58,0.06092867709878769,0.057999999999999996
59,0.06092867709878769,0.059
60,0.06501562176985087,0.06
61,0.06595648647433516,0.061
62,0.06626991863314025,0.062
63,0.06689649898924444,0.063
