,resource,response
0,100,0.5653563541666666
1,113,0.5719035604166667
2,127,0.5789543979166667
3,143,0.5870124979166667
4,162,0.5965814916666666
5,183,0.6071577479166667
6,206,0.6198407
7,232,0.6246176222222223
8,262,0.6301294555555556
9,295,0.6361924722222222
10,333,0.6521574052083333
11,376,0.6572191472222222
12,424,0.6665667020833334
13,478,0.6714560786458333
14,539,0.6784017127083333
15,608,0.6852428282407407
16,686,0.6906903031249999
17,774,0.7046086053571429
18,873,0.7195658412760416
19,985,0.7298274768518519
20,1111,0.7419919949999999
21,1253,0.7463085812421085
22,1413,0.7571462616071428
23,1594,0.7633045135416667
24,1798,0.7711603497303922
25,2028,0.7792536718201756
26,2288,0.7831148714640769
27,2580,0.7864565672540728
28,2910,0.7904405336959126
29,3283,0.7950716463948192
30,3703,0.7997143298621263
31,4176,0.8040494723015872
32,4711,0.8068515479803127
33,5313,0.8098938998356036
34,5993,0.8144216713640873
35,6760,0.816225355489418
36,7625,0.8182264651537698
37,8600,0.8208628377525252
38,9700,0.8241420902777777
39,10941,0.8276891851925505
40,12341,0.8317557133628672
41,13920,0.8367591301587302
42,15701,0.8400572903129789
43,17709,0.8417096814949713
44,19975,0.8435743819025383
45,22530,0.8456769015589081
46,25413,0.8481334892083333
47,28664,0.8509045603333334
48,32331,0.8527013390208333
49,36467,0.8538688686319444
50,41133,0.8551860091458333
51,46395,0.8566713913541667
52,52330,0.8583533893427578
53,59025,0.8602475237188698
54,66576,0.8610751961666666
55,75094,0.8618048752569445
56,84701,0.8626278415659723
57,95537,0.8635965241112808
58,107760,0.8648243152306834
59,121546,0.866444727042292
60,137096,0.8678151468585797
61,154635,0.868911919115165
62,174418,0.869706247554162
63,196732,0.870646767060082
64,221900,0.8718314206264967
65,250289,0.8732772871735658
66,282310,0.8749542371885776
67,318427,0.8754533325007463
68,359164,0.8758144823907106
69,405114,0.8762381121354338
70,456941,0.8767485740447114
71,515400,0.8773283099014436
72,581337,0.8782600060850695
73,655710,0.8782600060850695
74,739597,0.8782600060850695
75,834217,0.8782600060850695
76,940942,0.8782600060850695
77,1061320,0.8782609561728473
78,1197099,0.8784007444249862
79,1350249,0.8786482095198611
80,1522992,0.8791444052986112
81,1717835,0.8791444052986112
82,1937604,0.8791444052986112
83,2185490,0.8791444052986112
84,2465089,0.8793084214879167
85,2780458,0.879584890621341
86,3136173,0.8797145823819444
87,3537396,0.8797145823819444
88,3989950,0.8798859843921875
89,4500400,0.8801867617375
90,5076155,0.8805260193738021
91,5725568,0.8809086792193334
92,6458064,0.8809086792193334
93,7284270,0.8809086792193334
94,8216176,0.8809086792193334
95,9267306,0.8809086792193334
96,10452910,0.8809086792193334
97,11790193,0.8809086792193334
98,13298561,0.8809086792193334
99,14999900,0.8809086792193334
