,resource,response,response_lower,response_upper
0,100.0,0.5653563541666666,0.48524092601022323,0.6454717823231101
1,113.0,0.5719035604166667,0.49380734816462396,0.6499997726687093
2,127.0,0.5789543979166667,0.5030327258693632,0.6548760699639701
3,143.0,0.5870124979166667,0.5135760146747795,0.6604489811585538
4,162.0,0.5965814916666666,0.5260961701312113,0.6670668132021219
5,183.0,0.6071577479166667,0.5399342366883202,0.674381259145013
6,206.0,0.618161534375,0.554636354896723,0.681686713853277
7,232.0,0.6244104958333333,0.5628780358412571,0.6859429558254094
8,262.0,0.6300196520833333,0.5699559503254629,0.6900833538412038
9,295.0,0.6361897239583333,0.5777416562580893,0.6946377916585774
10,333.0,0.6521574052083333,0.5986555400172006,0.7056592703994662
11,376.0,0.6572191472222222,0.6053452584063413,0.709093036038103
12,424.0,0.6640480270833333,0.6094163281233461,0.7186797260433204
13,478.0,0.6687487833333333,0.615503967257235,0.7219935994094316
14,539.0,0.67697926328125,0.6207034883053756,0.7332550382571243
15,608.0,0.6845298986111111,0.6364274955777489,0.7326323016444732
16,686.0,0.6882755506944443,0.6421799158621523,0.7343711855267366
17,774.0,0.7046086053571429,0.6580673531340775,0.7511498575802081
18,873.0,0.7195658412760416,0.6746622286033257,0.7644694539487576
19,985.0,0.7298274768518519,0.6889835472679301,0.7706714064357736
20,1111.0,0.7419362010416667,0.7018964163770524,0.781975985706281
21,1253.0,0.7456807168402778,0.7070798720680639,0.7842815616124916
22,1413.0,0.7511706569940476,0.7132172500712558,0.7891240639168394
23,1594.0,0.7613921286904762,0.7157097871594282,0.807074470221524
24,1798.0,0.7711548544117647,0.7252215812919424,0.817088127531587
25,2028.0,0.7777081747807019,0.7333485029278525,0.822067846633551
26,2288.0,0.7817116589285714,0.7376869370006157,0.8257363808565272
27,2580.0,0.7852756800595238,0.7450547717897106,0.825496588329337
28,2910.0,0.7893655833333333,0.7532004867331251,0.8255306799335416
29,3283.0,0.7936320881578948,0.7636176275847077,0.8236465487310817
30,3703.0,0.7989612065789474,0.7737475338443724,0.8241748793135223
31,4176.0,0.8038847017857141,0.7801146951874073,0.8276547083840212
32,4711.0,0.8063124459399532,0.7824745399517962,0.8301503519281104
33,5313.0,0.8082991633168626,0.7844642414921261,0.8321340851415989
34,5993.0,0.8102769203244732,0.7795413955967052,0.841012445052241
35,6760.0,0.8112902433035715,0.7821887011105725,0.8403917854965703
36,7625.0,0.8135906831287203,0.7858382724884447,0.8413430937689957
37,8600.0,0.8161836644345238,0.7899519512091678,0.8424153776598797
38,9700.0,0.8178457175925926,0.7932804823964611,0.842410952788724
39,10941.0,0.8214537383680556,0.7990500920463252,0.843857384689786
40,12341.0,0.8297889358237548,0.8044542323079455,0.8551236393395639
41,13920.0,0.8360728083333333,0.8136395014166693,0.8585061152499974
42,15701.0,0.8398552232083333,0.8198239128357171,0.8598865335809496
43,17709.0,0.8415667922083333,0.8223398283848623,0.8607937560318044
44,19975.0,0.8434982739583333,0.8251790039995849,0.8618175439170818
45,22530.0,0.8456760920833334,0.8283802810055939,0.8629719031610729
46,25413.0,0.8481334892083333,0.831992524296523,0.8642744541201437
47,28664.0,0.8509045603333334,0.8360658517119965,0.8657432689546701
48,32331.0,0.8527013390208333,0.8386798749579601,0.8667228030837065
49,36467.0,0.8538688686319444,0.8403479150681167,0.8673898221957722
50,41133.0,0.8551860091458333,0.8422297030647292,0.8681423152269375
51,46395.0,0.8566713913541667,0.8443518566091304,0.8689909260992029
52,52330.0,0.8583467511805556,0.8467454296395411,0.86994807272157
53,59025.0,0.8602366473958334,0.849445509073172,0.8710277857184948
54,66576.0,0.8610751961666666,0.8506730007240032,0.8714773916093302
55,75094.0,0.8618048752569445,0.8517536522851205,0.8718560982287685
56,84701.0,0.8626278415659723,0.8529724618117291,0.8722832213202153
57,95537.0,0.8635560879409723,0.854347190658438,0.8727649852235064
58,107760.0,0.8584769080718476,0.8480939555860237,0.8688598605576714
59,121546.0,0.8602187628843391,0.8505565802684846,0.8698809455001935
60,137096.0,0.8612679689727011,0.852194371620627,0.8703415663247753
61,154635.0,0.8655271674926216,0.8552480028638602,0.875806332121383
62,174418.0,0.8625684046625648,0.8543251562050407,0.8708116531200889
63,196732.0,0.8634631086384891,0.8556974578188985,0.8712287594580798
64,221900.0,0.8624092622126437,0.8528661014080194,0.8719524230172678
65,250289.0,0.8639805484949713,0.8552503140281552,0.8727107829617874
66,282310.0,0.8657528602370689,0.8579395553649182,0.8735661651092196
