,resource,response
0,100,0.5653867708333333
1,113,0.5718595927083333
2,127,0.5788303239583333
3,143,0.5867968739583334
4,162,0.5962571520833334
5,183,0.6067132489583333
6,206,0.6195592958333332
7,232,0.624363961111111
8,262,0.6299106434027778
9,295,0.6360119939236111
10,333,0.6510390458333334
11,376,0.6562504666666666
12,424,0.6666092729166667
13,478,0.6712972463541668
14,539,0.6778951947395834
15,608,0.6871271773148148
16,686,0.6914659638888888
17,774,0.7053653029761905
18,873,0.7202324313802083
19,985,0.7306047390046296
20,1111,0.744311940625
21,1253,0.749192950512942
22,1413,0.7576368669642858
23,1594,0.7616856491567461
24,1798,0.769101530122549
25,2028,0.7768965653799019
26,2288,0.7808778758333333
27,2580,0.7839853558712121
28,2910,0.7875855849830543
29,3283,0.7919673351586671
30,3703,0.7966120878486067
31,4176,0.8004977267252782
32,4711,0.8040831003316109
33,5313,0.8072510960862713
34,5993,0.8120077401211857
35,6760,0.8139112096494708
36,7625,0.8160340559069114
37,8600,0.8186856465939153
38,9700,0.8217630448872786
39,10941,0.8252735373762077
40,12341,0.8290948051215278
41,13920,0.8338867982142858
42,15701,0.8373966616874999
43,17709,0.8391562135208334
44,19975,0.8411418432291667
45,22530,0.8433807152083332
46,25413,0.8459070040208333
47,28664,0.8487557605
48,32331,0.8506471582083334
49,36467,0.8519259289861111
50,41133,0.8533685654583333
51,46395,0.8549954735416666
52,52330,0.8568370983010913
53,59025,0.8589004239583334
54,66576,0.8598032745555556
55,75094,0.8606416685202546
56,84701,0.861635845620131
57,95537,0.8627965692892721
58,107760,0.8641627535791212
59,121546,0.8657866867531596
60,137096,0.8672489486017949
61,154635,0.8683913224750488
62,174418,0.869091664373656
63,196732,0.869907439062433
64,221900,0.8709217246898332
65,250289,0.8721754196133853
66,282310,0.8734510686333167
67,318427,0.8739231965726297
68,359164,0.8743018551761733
69,405114,0.8749373845028431
70,456941,0.875674262177185
71,515400,0.8764666909756299
72,581337,0.8776208150609376
73,655710,0.8776208150609376
74,739597,0.8779699666213757
75,834217,0.878474640101336
76,940942,0.8790438778644809
77,1061320,0.8796868865463261
78,1197099,0.880550877508627
79,1350249,0.8816865296633988
80,1522992,0.883034769141
81,1717835,0.8832452902371181
82,1937604,0.88348274301075
83,2185490,0.8837505752265972
84,2465089,0.8842166884271041
85,2780458,0.884833902814716
86,3136173,0.8852008020833333
87,3537396,0.8852008020833333
88,3989950,0.8852008020833333
89,4500400,0.8852008020833333
90,5076155,0.8852008020833333
91,5725568,0.8852008020833333
92,6458064,0.8852008020833333
93,7284270,0.8852008020833333
94,8216176,0.8852008020833333
95,9267306,0.8852008020833333
96,10452910,0.8852008020833333
97,11790193,0.8852008020833333
98,13298561,0.8852008020833333
99,14999900,0.8852008020833333
