,cumulative,eng
0,0.7959169513766293,0.0
1,0.7959169513766293,0.001
2,0.7959169513766293,0.002
3,0.7959169513766293,0.003
4,0.7959169513766293,0.004
5,0.7959169513766293,0.005
6,0.7959169513766293,0.006
7,0.7959169513766293,0.006999999999999999
8,0.7959169513766293,0.008
9,0.7959169513766293,0.009000000000000001
10,0.7959169513766293,0.01
11,0.7959169513766293,0.011000000000000001
12,0.7959169513766293,0.012
13,0.7959169513766293,0.013
14,0.7959169513766293,0.013999999999999999
15,0.7959169513766293,0.015
16,0.7959169513766293,0.016
17,0.7959169513766293,0.017
18,0.7959169513766293,0.018000000000000002
19,0.7959169513766293,0.019
20,0.7959169513766293,0.02
21,0.7959169513766293,0.021
22,0.7959169513766293,0.022000000000000002
23,0.7959169513766293,0.023
24,0.7959169513766293,0.024
25,0.7959169513766293,0.025
26,0.7959169513766293,0.026
27,0.7959169513766293,0.027000000000000003
28,0.7959169513766293,0.027999999999999997
29,0.7959169513766293,0.028999999999999998
30,0.7959169513766293,0.03
31,0.7959169513766293,0.031
32,0.7959169513766293,0.032
33,0.7959169513766293,0.033
34,0.7959169513766293,0.034
35,0.7959169513766293,0.035
36,0.7959169513766293,0.036000000000000004
37,0.7959169513766293,0.037000000000000005
38,0.7959169513766293,0.038
39,0.7959169513766293,0.039
40,0.7959169513766293,0.04
41,0.7959169513766293,0.040999999999999995
42,0.7959169513766293,0.042
43,0.7959169513766293,0.043
44,0.7959169513766293,0.044000000000000004
45,0.7959169513766293,0.045
46,0.9852163142411352,0.046
47,0.9852163142411352,0.047
48,0.9852163142411352,0.048
49,0.9852163142411352,0.049
50,0.9852163142411352,0.05
51,0.9852163142411352,0.051
52,0.9870019481797773,0.052000000000000005
53,0.9870019481797773,0.053
54,0.9870019481797773,0.054000000000000006
55,0.9872706598624351,0.055
56,0.9872706598624351,0.055999999999999994
57,0.9872706598624351,0.057
58,0.9908288443793724,0.057999999999999996
59,0.9929451824564229,0.059
60,0.9929451824564229,0.06
61,0.9936045356473509,0.061
62,0.9937814510861321,0.062
63,0.993995795684313,0.063
64,0.9978934858454295,0.064
65,0.9980993987644575,0.065
66,0.9982107056664404,0.066
67,0.9984255544709855,0.067
68,0.9984859557168073,0.068
69,0.9986148323555301,0.069
70,0.9986868809991779,0.07
71,0.9987815556466185,0.07100000000000001
72,0.9990058017092098,0.07200000000000001
73,0.9990509222866637,0.073
74,0.9990576815893327,0.07400000000000001
75,0.9991444003244332,0.075
76,0.9991505001785591,0.076
77,0.999588686206512,0.077
78,0.9997892953065834,0.078
79,0.9998096569667917,0.079
80,0.9998317785350702,0.08
81,0.9998424390255028,0.081
82,0.9998513518652707,0.08199999999999999
83,0.9999098396200766,0.083
84,0.9999186229288448,0.084
85,0.9999372775326851,0.085
86,0.9999410743807965,0.08600000000000001
87,0.9999518662074555,0.08700000000000001
88,0.999955775967452,0.08800000000000001
89,0.9999602603273814,0.08900000000000001
90,0.9999801112943777,0.09
91,0.9999843820350208,0.091
92,0.999989000981388,0.092
93,0.9999914074775195,0.09300000000000001
94,0.9999932155590172,0.094
95,0.999994461754686,0.095
96,0.9999973779188502,0.096
97,0.999997951138626,0.09699999999999999
98,0.9999985398683077,0.098
99,0.9999987981180088,0.099
100,0.999999562155427,0.1
101,0.9999999875327521,0.10099999999999999
102,0.9999999928598594,0.102
103,0.9999999944146569,0.103
104,0.9999999954166343,0.104
105,0.9999999978349899,0.105
106,0.999999998405185,0.106
107,0.9999999987313982,0.107
108,0.9999999993635,0.10800000000000001
109,0.9999999995991703,0.109
110,0.9999999997623702,0.11
111,0.9999999998771181,0.111
112,0.9999999999128845,0.11199999999999999
113,0.9999999999323205,0.113
114,0.9999999999487688,0.114
115,0.9999999999775024,0.115
116,0.9999999999883002,0.11599999999999999
117,0.9999999999931934,0.11699999999999999
118,0.9999999999964575,0.118
119,0.9999999999996821,0.119
120,0.9999999999998087,0.12
121,0.9999999999999429,0.121
122,0.9999999999999879,0.122
123,0.9999999999999946,0.12300000000000001
124,0.9999999999999994,0.124
125,0.9999999999999997,0.125
126,0.9999999999999999,0.126
127,1.0,0.127
128,1.0,0.128
129,1.0,0.129
130,1.0,0.13
131,1.0,0.131
132,1.0,0.132
133,1.0,0.133
134,1.0,0.134
135,1.0,0.135
136,1.0,0.136
137,1.0,0.13699999999999998
138,1.0,0.138
139,1.0,0.139
140,1.0,0.14
141,1.0,0.141
142,1.0,0.14200000000000002
143,1.0,0.14300000000000002
144,1.0,0.14400000000000002
145,1.0,0.145
146,1.0,0.146
147,1.0,0.147
148,1.0,0.14800000000000002
149,1.0,0.149
150,1.0,0.15
151,1.0,0.151
152,1.0,0.152
153,1.0,0.153
154,1.0,0.154
155,1.0,0.155
156,1.0,0.156
157,1.0,0.157
158,1.0,0.158
159,1.0,0.159
160,1.0,0.16
161,1.0,0.161
162,1.0,0.162
163,1.0,0.163
164,1.0,0.16399999999999998
165,1.0,0.165
166,1.0,0.166
167,1.0,0.16699999999999998
168,1.0,0.168
169,1.0,0.16899999999999998
170,1.0,0.17
171,1.0,0.171
172,1.0,0.172
173,1.0,0.173
174,1.0,0.17400000000000002
175,1.0,0.17500000000000002
176,1.0,0.17600000000000002
177,1.0,0.177
178,1.0,0.17800000000000002
179,1.0,0.179
180,1.0,0.18
181,1.0,0.18100000000000002
182,1.0,0.182
183,1.0,0.183
184,1.0,0.184
185,1.0,0.185
186,1.0,0.18600000000000003
187,1.0,0.187
188,1.0,0.188
189,1.0,0.18899999999999997
190,1.0,0.19
191,1.0,0.191
192,1.0,0.192
193,1.0,0.193
194,1.0,0.19399999999999998
195,1.0,0.195
196,1.0,0.196
197,1.0,0.19699999999999998
198,1.0,0.198
199,1.0,0.19899999999999998
200,1.0,0.2
201,1.0,0.201
202,1.0,0.20199999999999999
203,1.0,0.203
204,1.0,0.204
205,1.0,0.205
206,1.0,0.206
207,1.0,0.207
208,1.0,0.208
209,1.0,0.209
210,1.0,0.21
211,1.0,0.21100000000000002
212,1.0,0.212
213,1.0,0.213
214,1.0,0.214
215,1.0,0.215
216,1.0,0.21600000000000003
217,1.0,0.217
218,1.0,0.218
219,1.0,0.21899999999999997
220,1.0,0.22
221,1.0,0.221
222,1.0,0.222
223,1.0,0.223
224,1.0,0.22399999999999998
225,1.0,0.225
226,1.0,0.226
227,1.0,0.22699999999999998
228,1.0,0.228
229,1.0,0.22899999999999998
230,1.0,0.23
231,1.0,0.231
232,1.0,0.23199999999999998
233,1.0,0.233
234,1.0,0.23399999999999999
235,1.0,0.235
236,1.0,0.236
237,1.0,0.237
238,1.0,0.238
239,1.0,0.239
240,1.0,0.24
241,1.0,0.24100000000000002
242,1.0,0.242
243,1.0,0.243
244,1.0,0.244
245,1.0,0.245
246,1.0,0.24600000000000002
247,1.0,0.247
248,1.0,0.248
249,1.0,0.249
250,1.0,0.25
251,1.0,0.251
252,1.0,0.252
253,1.0,0.253
254,1.0,0.254
255,1.0,0.255
256,1.0,0.256
257,1.0,0.257
258,1.0,0.258
259,1.0,0.259
260,1.0,0.26
261,1.0,0.261
262,1.0,0.262
263,1.0,0.263
264,1.0,0.264
265,1.0,0.265
266,1.0,0.266
267,1.0,0.267
268,1.0,0.268
269,1.0,0.26899999999999996
270,1.0,0.27
271,1.0,0.271
272,1.0,0.272
273,1.0,0.273
274,1.0,0.27399999999999997
275,1.0,0.275
276,1.0,0.276
277,1.0,0.27699999999999997
278,1.0,0.278
279,1.0,0.27899999999999997
280,1.0,0.28
281,1.0,0.281
282,1.0,0.28200000000000003
283,1.0,0.28300000000000003
284,1.0,0.28400000000000003
285,1.0,0.28500000000000003
286,1.0,0.28600000000000003
287,1.0,0.28700000000000003
288,1.0,0.28800000000000003
289,1.0,0.289
290,1.0,0.29
291,1.0,0.29100000000000004
292,1.0,0.292
293,1.0,0.293
294,1.0,0.294
295,1.0,0.295
296,1.0,0.29600000000000004
297,1.0,0.297
298,1.0,0.298
299,1.0,0.299
300,1.0,0.3
301,1.0,0.301
302,1.0,0.302
303,1.0,0.303
304,1.0,0.304
305,1.0,0.305
306,1.0,0.306
307,1.0,0.307
308,1.0,0.308
309,1.0,0.309
310,1.0,0.31
311,1.0,0.311
312,1.0,0.312
313,1.0,0.313
314,1.0,0.314
315,1.0,0.315
316,1.0,0.316
317,1.0,0.317
318,1.0,0.318
319,1.0,0.319
320,1.0,0.32
321,1.0,0.321
322,1.0,0.322
323,1.0,0.32299999999999995
324,1.0,0.324
325,1.0,0.325
326,1.0,0.326
327,1.0,0.327
328,1.0,0.32799999999999996
329,1.0,0.32899999999999996
330,1.0,0.33
331,1.0,0.331
332,1.0,0.332
